#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244705174
#Date Time: 2022-10-13 20:21:43.805
#Sample rate: 37230.1Hz
#Samples: 8192
#Trigger: Source: Channel 2 Type: Edge Condition: Rising Level: 1.5 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 60 mV/div Offset: -300 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 600 mV/div Offset: -3 V Attenuation: 1 X Sample Mode: Average

#
Time (s),Channel 1 (V),Channel 2 (V)
-0.01001299671130951,0.0009321088532325827,0.01106088545252271
-0.009986136711309518,0.0009321088532325827,0.01106088545252271
-0.009959276711309514,0.0009321088532325827,0.01106088545252271
-0.009932416711309511,0.0009321088532325827,0.01106088545252271
-0.009905556711309507,0.0009321088532325827,0.01106088545252271
-0.009878696711309518,0.0009321088532325827,0.01106088545252271
-0.009851836711309514,0.0009321088532325827,0.01106088545252271
-0.00982497671130951,0.0009321088532325827,0.01106088545252271
-0.009798116711309507,0.0009321088532325827,0.01106088545252271
-0.009771256711309517,0.0009321088532325827,0.01106088545252271
-0.009744396711309514,0.0009321088532325827,0.01106088545252271
-0.00971753671130951,0.0009321088532325827,0.01072699128137522
-0.00969067671130952,0.0009321088532325827,0.01106088545252255
-0.009663816711309517,0.0009321088532325827,0.01106088545252271
-0.009636956711309513,0.0009321088532325827,0.01106088545252271
-0.00961009671130951,0.0009321088532325827,0.01106088545252271
-0.00958323671130952,0.0009321088532325827,0.01106088545252271
-0.009556376711309517,0.0009321088532325827,0.01072699128137522
-0.009529516711309513,0.0009321088532325827,0.01106088545252271
-0.00950265671130951,0.0009321088532325827,0.01106088545252271
-0.00947579671130952,0.0009321088532325827,0.01072699128137537
-0.009448936711309516,0.0005982869576315053,0.01106088545252271
-0.009422076711309513,0.0009321088532325827,0.01106088545252271
-0.009395216711309509,0.0009321088532325827,0.01106088545252271
-0.00936835671130952,0.0009321088532325827,0.01106088545252271
-0.009341496711309516,0.0009321088532325827,0.01106088545252271
-0.009314636711309512,0.0009321088532325827,0.01106088545252271
-0.009287776711309509,0.0009321088532325827,0.01106088545252271
-0.009260916711309519,0.0009321088532325827,0.01106088545252271
-0.009234056711309516,0.0009321088532325827,0.01072699128137522
-0.009207196711309512,0.0009321088532325827,0.01106088545252271
-0.009180336711309509,0.0009321088532325827,0.01106088545252271
-0.009153476711309519,0.0009321088532325827,0.01106088545252271
-0.009126616711309515,0.0009321088532325827,0.01106088545252271
-0.009099756711309512,0.0009321088532325827,0.01106088545252271
-0.009072896711309508,0.0009321088532325827,0.01072699128137522
-0.009046036711309519,0.0009321088532325827,0.01072699128137522
-0.009019176711309515,0.0009321088532325827,0.01106088545252271
-0.008992316711309511,0.0009321088532325827,0.01106088545252271
-0.008965456711309508,0.0009321088532325827,0.01106088545252271
-0.008938596711309518,0.0009321088532325827,0.01106088545252271
-0.008911736711309515,0.0009321088532325827,0.01106088545252271
-0.008884876711309511,0.0009321088532325827,0.01106088545252271
-0.008858016711309508,0.0009321088532325827,0.01106088545252271
-0.008831156711309518,0.0009321088532325827,0.01072699128137522
-0.008804296711309514,0.0009321088532325827,0.01072699128137522
-0.008777436711309511,0.0009321088532325827,0.01072699128137522
-0.008750576711309507,0.0009321088532325827,0.01106088545252271
-0.008723716711309518,0.0009321088532325827,0.01106088545252271
-0.008696856711309514,0.0009321088532325827,0.01106088545252271
-0.008669996711309511,0.0009321088532325827,0.01106088545252271
-0.008643136711309507,0.0009321088532325827,0.01106088545252271
-0.008616276711309517,0.0009321088532325827,0.01106088545252271
-0.008589416711309514,0.0009321088532325827,0.01072699128137522
-0.00856255671130951,0.0009321088532325827,0.01106088545252271
-0.008535696711309507,0.0009321088532325827,0.01106088545252271
-0.008508836711309517,0.0009321088532325827,0.01106088545252271
-0.008481976711309513,0.0009321088532325827,0.01106088545252271
-0.00845511671130951,0.0009321088532325827,0.01072699128137522
-0.00842825671130952,0.0009321088532325827,0.01106088545252255
-0.008401396711309517,0.0009321088532325827,0.01106088545252271
-0.008374536711309513,0.0009321088532325827,0.01106088545252271
-0.00834767671130951,0.0009321088532325827,0.01106088545252271
-0.00832081671130952,0.0009321088532325827,0.01106088545252271
-0.008293956711309516,0.0009321088532325827,0.01072699128137522
-0.008267096711309513,0.0009321088532325827,0.01072699128137522
-0.008240236711309509,0.0009321088532325827,0.01072699128137522
-0.00821337671130952,0.0009321088532325827,0.01106088545252271
-0.008186516711309516,0.0005982869576315053,0.01072699128137522
-0.008159656711309513,0.0009321088532325827,0.01106088545252271
-0.008132796711309509,0.0009321088532325827,0.01106088545252271
-0.008105936711309519,0.0009321088532325827,0.01106088545252271
-0.008079076711309516,0.0009321088532325827,0.01106088545252271
-0.008052216711309512,0.0009321088532325827,0.01072699128137522
-0.008025356711309509,0.0009321088532325827,0.01072699128137522
-0.007998496711309519,0.0009321088532325827,0.01106088545252271
-0.007971636711309515,0.0009321088532325827,0.01106088545252271
-0.007944776711309512,0.0009321088532325827,0.01106088545252271
-0.007917916711309508,0.0009321088532325827,0.01106088545252271
-0.007891056711309519,0.0009321088532325827,0.01106088545252271
-0.007864196711309515,0.0009321088532325827,0.01106088545252271
-0.007837336711309512,0.0009321088532325827,0.01106088545252271
-0.007810476711309508,0.0009321088532325827,0.01106088545252271
-0.007783616711309518,0.0009321088532325827,0.01106088545252271
-0.007756756711309515,0.0009321088532325827,0.01106088545252271
-0.007729896711309511,0.0009321088532325827,0.01106088545252271
-0.007703036711309508,0.0009321088532325827,0.01106088545252271
-0.007676176711309518,0.0009321088532325827,0.01106088545252271
-0.007649316711309515,0.0009321088532325827,0.01106088545252271
-0.007622456711309511,0.0009321088532325827,0.01106088545252271
